# What the published sources actually say about indoor light — 562 rows from 80 publishers — compilation CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/) — attribution: GrowSpot — growspotapp.com
# Quotes remain the property of the publisher named in each row.
publisher,source_url,appears_on,subject,value_as_published,quote,read_on
open.edu,https://www.open.edu/openlearn/nature-environment/energy-buildings/content-section-5.2.3,https://growspotapp.com/guides/how-much-light-does-a-jade-plant-need/,Where the top band starts,"100,000 lux","""Sunlight is extremely bright and its illuminance can reach 100 000 lux on the ground."" Overcast daylight is still ""at least 5000 lux"".",30 August 2026
open.edu,https://www.open.edu/openlearn/nature-environment/energy-buildings/content-section-5.2.3,https://growspotapp.com/guides/how-to-measure-light-for-plants/,What it measures,100 000 lux,"""Sunlight is extremely bright and its illuminance can reach 100 000 lux on the ground."" Overcast is still ""at least 5000 lux"".",30 August 2026
open.edu,https://www.open.edu/openlearn/nature-environment/energy-buildings/content-section-5.2.3,https://growspotapp.com/guides/how-to-measure-light-for-plants/,What it measures,200–300 lux,"""Daylight penetrating windows into a building can provide illuminance levels of around 200–300 lux in typical naturally lit offices for most of the day.""",30 August 2026
open.edu,https://www.open.edu/openlearn/nature-environment/energy-buildings/content-section-5.2.3,https://growspotapp.com/guides/north-facing-window-plants/,The figure,200–300 lux,"""Daylight penetrating windows into a building can provide illuminance levels of around 200–300 lux in typical naturally lit offices for most of the day.""",30 August 2026
open.edu,https://www.open.edu/openlearn/nature-environment/energy-buildings/content-section-5.2.3,https://growspotapp.com/guides/office-desk-plants/,The figure,100 000 lux,"For scale, on the same page: ""Sunlight is extremely bright and its illuminance can reach 100 000 lux on the ground.""",30 August 2026
open.edu,https://www.open.edu/openlearn/nature-environment/energy-buildings/content-section-5.2.3,https://growspotapp.com/guides/office-desk-plants/,The figure,200–300 lux,"""Daylight penetrating windows into a building can provide illuminance levels of around 200–300 lux in typical naturally lit offices for most of the day.""",30 August 2026
open.edu,https://www.open.edu/openlearn/nature-environment/energy-buildings/content-section-5.2.3,https://growspotapp.com/guides/office-desk-plants/,The figure,500 lux at the desk,"Recommended task levels: office desk and laboratory bench 500 lux, classroom desk 300, circulation areas 150.",30 August 2026
open.edu,https://www.open.edu/openlearn/nature-environment/energy-buildings/content-section-5.2.3,https://growspotapp.com/guides/south-facing-window-plants/,The figure,100 000 lux,"""Sunlight is extremely bright and its illuminance can reach 100 000 lux on the ground""; overcast daylight is ""at least 5000 lux"".",30 August 2026
open.edu,https://www.open.edu/openlearn/nature-environment/energy-buildings/content-section-5.2.3,https://growspotapp.com/guides/why-iphone-light-meter-apps-disagree/,What it measures in,Lux,"""Daylight penetrating windows into a building can provide illuminance levels of around 200–300 lux"", against sunlight that ""can reach 100 000 lux on the ground.""",30 August 2026
open.edu,https://www.open.edu/openlearn/nature-environment/energy-buildings/content-section-5.2.3,https://growspotapp.com/guides/why-is-my-plant-dying-in-a-bright-room/,The figure,"100,000 lux","""Sunlight is extremely bright and its illuminance can reach 100 000 lux on the ground.""",30 August 2026
open.edu,https://www.open.edu/openlearn/nature-environment/energy-buildings/content-section-5.2.3,https://growspotapp.com/guides/why-is-my-plant-dying-in-a-bright-room/,The figure,200–300 lux,"""Daylight penetrating windows into a building can provide illuminance levels of around 200–300 lux in typical naturally lit offices for most of the day.""",30 August 2026
parkviewnursery.com,https://parkviewnursery.com/bring-potted-plants-inside/,https://growspotapp.com/guides/when-to-bring-plants-inside/,The temperature it gives,40 °F,Does not say if it is a night low,29 August 2026
planterra.com,https://planterra.com/wp-content/uploads/2019/04/PlanterraLightingGuide4.19.pdf,https://growspotapp.com/guides/leggy-houseplants/,The floor it gives,below 30 fc,Interior landscaping contractor · the lowest light tolerant plant — death floor,29 August 2026
plants.ces.ncsu.edu,https://plants.ces.ncsu.edu/plants/aspidistra-elatior/,https://growspotapp.com/guides/hard-to-kill-houseplants/,The limit it names,Cast iron plant: no direct sun,"""Cast iron plants prefer partial to full shade and are intolerant of direct sun.""",30 August 2026
plants.ces.ncsu.edu,https://plants.ces.ncsu.edu/plants/chamaedorea-elegans/,https://growspotapp.com/guides/low-light-plants-safe-for-cats/,What it says about how far a safe list goes,"Parlor palm: severity low, sap and fruit","""The pulp contains crystals that irritate the skin of sensitive individuals.""",30 August 2026
plants.ces.ncsu.edu,https://plants.ces.ncsu.edu/plants/dracaena-trifasciata/,https://growspotapp.com/guides/hard-to-kill-houseplants/,The limit it names,"Snake plant: around 50, unit not given","""It tolerates low humidity and cool temperatures around 50 degrees.""",30 August 2026
plants.ces.ncsu.edu,https://plants.ces.ncsu.edu/plants/maranta-leuconeura/,https://growspotapp.com/guides/prayer-plant-east-facing-window/,What it says,Low to medium light,"""This plant tolerates low to medium light. It is intolerant of direct sunlight or low humidity.""",30 August 2026
plants.ces.ncsu.edu,https://plants.ces.ncsu.edu/plants/monstera-deliciosa/,https://growspotapp.com/guides/why-is-my-monstera-not-splitting/,What it says about the holes,"The same band, put at 2–6 hours","""Partial Shade (Direct sunlight only part of the day, 2-6 hours)""",30 August 2026
plants.ces.ncsu.edu,https://plants.ces.ncsu.edu/plants/schlumbergera-x-buckleyi/,https://growspotapp.com/guides/low-light-plants-safe-for-cats/,What it says about how far a safe list goes,"Non-toxic, and then a step past it","""It is non-toxic and can be safely used in homes with pets or children.""",30 August 2026
plants.ces.ncsu.edu,https://plants.ces.ncsu.edu/plants/spathiphyllum/,https://growspotapp.com/guides/hard-to-kill-houseplants/,The limit it names,Peace lily: below 40 °F,"""Extended periods below 40 degrees F can damage leaves, stems and roots.""",30 August 2026
plants.ces.ncsu.edu,https://plants.ces.ncsu.edu/plants/zamioculcas-zamiifolia/,https://growspotapp.com/guides/hard-to-kill-houseplants/,The limit it names,ZZ plant: below 60 °F,"""In some areas, it may be possible to grow this plant in a container outdoors if it is brought in once the temperature falls below 60 degrees F.""",30 August 2026
planttalk.colostate.edu,https://planttalk.colostate.edu/topics/houseplants/1332-moving-houseplants-outdoors/,https://growspotapp.com/guides/when-to-put-plants-outside/,The night-time number,Above 50 °F,"""wait until night temperatures are above 50 degrees Fahrenheit and all danger of frost has passed"". On light: ""Harden off plants by placing them in a shaded area for a few days and gradually exposing them to longer periods of sun"".",30 August 2026
planttalk.colostate.edu,https://planttalk.colostate.edu/topics/houseplants/1352-interior-plants-light/,https://growspotapp.com/guides/leggy-houseplants/,The floor it gives,below 50 foot candles,University extension · floor below which few plants tolerate,29 August 2026
planttalk.colostate.edu,https://planttalk.colostate.edu/topics/houseplants/1423-jade-plant/,https://growspotapp.com/guides/jade-plant-north-facing-window/,What it says,"65–75 °F by day, 50–55 at night","""Jade plants require day-time temperatures between 65 and 75 degrees Fahrenheit, and night-time temperatures between 50 and 55 degrees.""",30 August 2026
planttalk.colostate.edu,https://planttalk.colostate.edu/topics/houseplants/1423-jade-plant/,https://growspotapp.com/guides/jade-plant-south-facing-window/,What it says,"65–75 °F by day, 50–55 at night","""Jade plants require day-time temperatures between 65 and 75 degrees Fahrenheit, and night-time temperatures between 50 and 55 degrees.""",30 August 2026
pmc.ncbi.nlm.nih.gov,https://pmc.ncbi.nlm.nih.gov/articles/PMC10976743/,https://growspotapp.com/guides/can-i-put-a-plant-in-the-shower/,What it measures,78.2% &rarr; 90.6% &rarr; 78.6%,"""the average humidities for pre-shower, post-shower, and post-dehumidification were 78.2% ± SD 4.7%, 90.6% ± SD 2.1%, 78.6% ± SD 3.3%, respectively for the second sampling event""",30 August 2026
poison.org,https://www.poison.org/articles/plant,https://growspotapp.com/guides/low-light-plants-safe-for-cats/,What it says about how far a safe list goes,"A guide, not a ruling","""Every situation is different; these lists are just a guide.""",30 August 2026
pubs.ext.vt.edu,https://www.pubs.ext.vt.edu/content/pubs_ext_vt_edu/en/2901/2901-9007/2901-9007.html,https://growspotapp.com/guides/plants-for-a-laundry-room/,What it says,Not flexible vinyl,"""Flexible vinyl duct should be avoided because it restricts airflow, can be crushed, and may not stand up to the high temperatures of the dryer.""",30 August 2026
pubs.ext.vt.edu,https://www.pubs.ext.vt.edu/content/pubs_ext_vt_edu/en/2901/2901-9007/2901-9007.html,https://growspotapp.com/guides/plants-for-a-laundry-room/,What it says,"Short, straight, metal","""Try to have as short and straight a duct to the outside as possible, and make sure the duct is made of smooth metal—some building codes have requirements for both maximum length and material.""",30 August 2026
rhs.org.uk,https://www.rhs.org.uk/disease/powdery-mildews,https://growspotapp.com/guides/do-indoor-plants-need-air-circulation/,What it says air movement does,Still air is the thing to avoid,"""Avoid sheltered places, such as against walls or fences, where the air is likely to be still""",30 August 2026
rhs.org.uk,https://www.rhs.org.uk/houseplants/for-beginners,https://growspotapp.com/guides/west-facing-window-plants/,The figure,Light without being baked,"""East or west-facing windowsills are ideal houseplant territory as they'll have lots of light but plants won't get baked by day-long sunlight.""",30 August 2026
richmond.ces.ncsu.edu,https://richmond.ces.ncsu.edu/news/light-considerations-for-indoor-plants/,https://growspotapp.com/guides/check-light-without-an-app/,How it describes a bright spot's shadow,"""crisp shadow""",None of the three,29 August 2026
roanoke.edu,https://www.roanoke.edu/inside/energy_conservation_program/guidelines_new,https://growspotapp.com/guides/plants-for-a-classroom/,What the building is set to,55 °F,"""Heating Season Unoccupied Set Point: 55F"".",30 August 2026
roanoke.edu,https://www.roanoke.edu/inside/energy_conservation_program/guidelines_new,https://growspotapp.com/guides/plants-for-a-classroom/,What the building is set to,85 °F,"""Cooling Season Unoccupied Set Points: 85F"". That is 29.4 °C, and it is a ceiling rather than a reading.",30 August 2026
site.extension.uga.edu,https://site.extension.uga.edu/fultonag/2021/06/acclimate-house-plants-to-the-outdoors/,https://growspotapp.com/guides/when-to-put-plants-outside/,The night-time number,A week or two,"""Let the plant adjust to the new temperature, humidity, and brighter light conditions for a week or two before moving it to its final location for the summer.""",30 August 2026
site.extension.uga.edu,https://site.extension.uga.edu/fultonag/2021/06/acclimate-house-plants-to-the-outdoors/,https://growspotapp.com/guides/when-to-put-plants-outside/,The night-time number,No number given,"Only the light instruction, and it names the plant in our own table: ""a shade loving peace lily should not find itself in full sun out on the sidewalk.""",30 August 2026
soiltesting.cahnr.uconn.edu,https://soiltesting.cahnr.uconn.edu/watering-houseplants/,https://growspotapp.com/guides/how-often-to-water-houseplants/,What it says to do instead of counting days,About an inch,"""Stick your finger into the potting mix and feel for moisture about an inch below the surface."" And: ""Instead of watering plants by the calendar, check them frequently to evaluate their moisture needs.""",30 August 2026
soiltesting.cahnr.uconn.edu,https://soiltesting.cahnr.uconn.edu/watering-houseplants/,https://growspotapp.com/guides/how-often-to-water-houseplants/,What it says to do instead of counting days,Until it runs out,"""Apply enough water so that after about a minute, excess water will be observed seeping out of the drainage holes."" And: ""Light waterings encourage poor, shallow root growth.""",30 August 2026
soltech.com,https://soltech.com/pages/plant-light-calculator,https://growspotapp.com/guides/how-much-light-does-a-monstera-need/,What it says a monstera needs,80–500 PPFD / DLI,"Monstera — Photone's published PPFD range, cited by Soltech",29 August 2026
soltech.com,https://soltech.com/pages/plant-light-calculator,https://growspotapp.com/guides/how-much-light-does-a-monstera-need/,What it says a monstera needs,around 288–325 PPFD / DLI,Monstera FAQ — large / extra-large plant PPFD,29 August 2026
soltech.com,https://soltech.com/pages/plant-light-calculator,https://growspotapp.com/guides/how-much-light-does-a-snake-plant-need/,What it says a snake plant needs,approximately 64–98 PPFD / DLI,Snake Plant FAQ — target PPFD by size,29 August 2026
soltech.com,https://soltech.com/pages/plant-light-calculator,https://growspotapp.com/guides/monstera-east-facing-window/,What it says a monstera needs,80–500 PPFD / DLI,"Monstera — Photone's published PPFD range, cited by Soltech",29 August 2026
soltech.com,https://soltech.com/pages/plant-light-calculator,https://growspotapp.com/guides/monstera-east-facing-window/,What it says a monstera needs,around 288–325 PPFD / DLI,Monstera FAQ — large / extra-large plant PPFD,29 August 2026
soltech.com,https://soltech.com/pages/plant-light-calculator,https://growspotapp.com/guides/monstera-north-facing-window/,What it says a monstera needs,80–500 PPFD / DLI,"Monstera — Photone's published PPFD range, cited by Soltech",29 August 2026
soltech.com,https://soltech.com/pages/plant-light-calculator,https://growspotapp.com/guides/monstera-north-facing-window/,What it says a monstera needs,around 288–325 PPFD / DLI,Monstera FAQ — large / extra-large plant PPFD,29 August 2026
soltech.com,https://soltech.com/pages/plant-light-calculator,https://growspotapp.com/guides/monstera-south-facing-window/,What it says a monstera needs,80–500 PPFD / DLI,"Monstera — Photone's published PPFD range, cited by Soltech",29 August 2026
soltech.com,https://soltech.com/pages/plant-light-calculator,https://growspotapp.com/guides/monstera-south-facing-window/,What it says a monstera needs,around 288–325 PPFD / DLI,Monstera FAQ — large / extra-large plant PPFD,29 August 2026
soltech.com,https://soltech.com/pages/plant-light-calculator,https://growspotapp.com/guides/orchid-south-facing-window/,What it says a orchid needs,40+ PPFD / DLI,minimum fixture PPF to support flowering houseplants,29 August 2026
soltech.com,https://soltech.com/pages/plant-light-calculator,https://growspotapp.com/guides/snake-plant-south-facing-window/,What it says a snake plant needs,approximately 64–98 PPFD / DLI,Snake Plant FAQ — target PPFD by size,29 August 2026
soltech.com,https://soltech.com/pages/plant-light-calculator,https://growspotapp.com/guides/snake-plant-west-facing-window/,What it says a snake plant needs,approximately 64–98 PPFD / DLI,Snake Plant FAQ — target PPFD by size,29 August 2026
staugorchidsociety.org,https://staugorchidsociety.org/PDF/Light-KeikiClub.pdf,https://growspotapp.com/guides/orchid-south-facing-window/,What it says a orchid needs,"about 10,000 foot-candles","full sun equivalent, stated as too bright for most orchids",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/fiddle-leaf-fig-north-facing-window/,What it says a fiddle leaf fig needs,"1,500–5,000 lux","Light-hungry aroids & Ficus divas (Fiddle Leaf Fig, variegated Monstera)",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/fiddle-leaf-fig-south-facing-window/,What it says a fiddle leaf fig needs,"1,500–5,000 lux","Light-hungry aroids & Ficus divas (Fiddle Leaf Fig, variegated Monstera)",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/golden-pothos-west-facing-window/,What it says a golden pothos needs,"800–2,000+ lux","Standard foliage plants (pothos, Philodendron, Monstera deliciosa …) — a general band, not a single-species figure",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/how-much-light-does-a-fiddle-leaf-fig-need/,What it says a fiddle leaf fig needs,"1,500–5,000 lux","Light-hungry aroids & Ficus divas (Fiddle Leaf Fig, variegated Monstera)",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/how-much-light-does-a-monstera-need/,What it says a monstera needs,"1,500–5,000 lux","Light-hungry aroids & Ficus divas (Fiddle Leaf Fig, variegated Monstera)",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/how-much-light-does-a-monstera-need/,What it says a monstera needs,"800–2,000+ lux","Standard foliage plants (pothos, Philodendron, Monstera deliciosa …) — a general band, not a single-species figure",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/how-much-light-does-a-peace-lily-need/,What it says a peace lily needs,"800–2,000+ lux","Standard foliage plants (pothos, Philodendron, Monstera deliciosa …) — a general band, not a single-species figure",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/how-much-light-does-a-pothos-need/,What it says a pothos needs,"800–2,000+ lux","Standard foliage plants (pothos, Philodendron, Monstera deliciosa …) — a general band, not a single-species figure",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/how-much-light-does-a-snake-plant-need/,What it says a snake plant needs,300–800 lux,"True low-light crew (ZZ, snake plant, cast-iron plant, some ferns)",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/leggy-houseplants/,The floor it gives,~500 lux,Publisher · Survival/slow-motion zone (the article’s own three-line su,29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/monstera-east-facing-window/,What it says a monstera needs,"1,500–5,000 lux","Light-hungry aroids & Ficus divas (Fiddle Leaf Fig, variegated Monstera)",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/monstera-east-facing-window/,What it says a monstera needs,"800–2,000+ lux","Standard foliage plants (pothos, Philodendron, Monstera deliciosa …) — a general band, not a single-species figure",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/monstera-north-facing-window/,What it says a monstera needs,"1,500–5,000 lux","Light-hungry aroids & Ficus divas (Fiddle Leaf Fig, variegated Monstera)",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/monstera-north-facing-window/,What it says a monstera needs,"800–2,000+ lux","Standard foliage plants (pothos, Philodendron, Monstera deliciosa …) — a general band, not a single-species figure",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/monstera-south-facing-window/,What it says a monstera needs,"1,500–5,000 lux","Light-hungry aroids & Ficus divas (Fiddle Leaf Fig, variegated Monstera)",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/monstera-south-facing-window/,What it says a monstera needs,"800–2,000+ lux","Standard foliage plants (pothos, Philodendron, Monstera deliciosa …) — a general band, not a single-species figure",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/peace-lily-south-facing-window/,What it says a peace lily needs,"800–2,000+ lux","Standard foliage plants (pothos, Philodendron, Monstera deliciosa …) — a general band, not a single-species figure",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/peace-lily-west-facing-window/,What it says a peace lily needs,"800–2,000+ lux","Standard foliage plants (pothos, Philodendron, Monstera deliciosa …) — a general band, not a single-species figure",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/philodendron-south-facing-window/,What it says a philodendron needs,"1,500–5,000 lux","Light-hungry aroids & Ficus divas (Fiddle Leaf Fig, variegated Monstera)",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/philodendron-south-facing-window/,What it says a philodendron needs,"800–2,000+ lux","Standard foliage plants (pothos, Philodendron, Monstera deliciosa …) — a general band, not a single-species figure",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/pothos-east-facing-window/,What it says a pothos needs,"800–2,000+ lux","Standard foliage plants (pothos, Philodendron, Monstera deliciosa …) — a general band, not a single-species figure",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/rubber-plant-east-facing-window/,What it says a rubber plant needs,"800–2,000+ lux","Standard foliage plants (pothos, Philodendron, Monstera deliciosa …) — a general band, not a single-species figure",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/rubber-plant-west-facing-window/,What it says a rubber plant needs,"800–2,000+ lux","Standard foliage plants (pothos, Philodendron, Monstera deliciosa …) — a general band, not a single-species figure",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/snake-plant-south-facing-window/,What it says a snake plant needs,300–800 lux,"True low-light crew (ZZ, snake plant, cast-iron plant, some ferns)",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/snake-plant-west-facing-window/,What it says a snake plant needs,300–800 lux,"True low-light crew (ZZ, snake plant, cast-iron plant, some ferns)",29 August 2026
theplantrunner.com,https://theplantrunner.com/blogs/the-plant-runner-blog/light-made-simple-lux-to-leaf-growth,https://growspotapp.com/guides/zz-plant-north-facing-window/,What it says a ZZ plant needs,300–800 lux,"True low-light crew (ZZ, snake plant, cast-iron plant, some ferns)",29 August 2026
thesill.com,https://www.thesill.com/blogs/plants-101/seasonal-care-fall,https://growspotapp.com/guides/when-to-bring-plants-inside/,The temperature it gives,55 °F,Stated as a night-time low,29 August 2026
tomsguide.com,https://www.tomsguide.com/how-to/here-is-when-you-should-bring-your-plants-inside-for-the-winter,https://growspotapp.com/guides/when-to-bring-plants-inside/,The temperature it gives,below 55 to 60 °F,Stated as a night-time low,29 August 2026
uaex.uada.edu,https://www.uaex.uada.edu/counties/white/news/horticulture/20210428RepottingHouseplants.aspx,https://growspotapp.com/guides/when-to-repot-a-houseplant/,What it says,Every 3–5 years,"""few houseplants will need repotting more frequently than once a year, and most will only need repotting once every three to five years.""",30 August 2026
uaex.uada.edu,https://www.uaex.uada.edu/counties/white/news/horticulture/20210428RepottingHouseplants.aspx,https://growspotapp.com/guides/when-to-repot-a-houseplant/,What it says,Late winter,"""it is best to repot in late winter just as the natural light level is increasing and the plants are awakening from their winter doldrums.""",30 August 2026
uaex.uada.edu,https://www.uaex.uada.edu/counties/white/news/horticulture/20210428RepottingHouseplants.aspx,https://growspotapp.com/guides/when-to-repot-a-houseplant/,What it says,The drying test,"""When the plant begins drying out between waterings, repotting may be needed.""",30 August 2026
uaex.uada.edu,https://www.uaex.uada.edu/counties/white/news/horticulture/20210428RepottingHouseplants.aspx,https://growspotapp.com/guides/when-to-repot-a-plant-after-buying/,When it says to repot,Every 3–5 years,"""few houseplants will need repotting more frequently than once a year, and most will only need repotting once every three to five years.""",30 August 2026
ucanr.edu,https://ucanr.edu/blog/stanislaus-sprout/article/indoor-houseplants-toxic-pets,https://growspotapp.com/guides/hanging-plants-safe-for-cats/,What it says about where the plant sits,English ivy: quantity is the variable,"""Animals need to ingest large quantities of this trailing vine to cause serious problems.""",30 August 2026
umass.edu,https://www.umass.edu/agriculture-food-environment/greenhouse-floriculture/fact-sheets/horizontal-air-flow-is-best-for-greenhouse-air-circulation,https://growspotapp.com/guides/do-indoor-plants-need-air-circulation/,What it says air movement does,50 to 100 feet per minute,"""It takes only four small fans to keep the air moving at 50 to 100 feet per minute in the above greenhouse.""",30 August 2026
usbg.gov,https://www.usbg.gov/orchid-care-tips,https://growspotapp.com/guides/check-light-without-an-app/,How it describes a bright spot's shadow,"""strong, distinct shadow""",where to hold your hand · a clear sky,29 August 2026
usu.edu,https://www.usu.edu/today/story/purifying-plants,https://growspotapp.com/guides/bedroom-plants/,What it says,One plant per 100 square feet,"""To clean indoor air it is necessary to use one potted plant per 100 square feet space.""",30 August 2026
uvm.edu,https://www.uvm.edu/extension/news/indoor-herb-gardening,https://growspotapp.com/guides/kitchen-plants/,What it asks for,6 to 8 hours,"""Do you have a window that receives direct sun for six to eight hours a day?""",30 August 2026
vet.cornell.edu,https://www.vet.cornell.edu/departments-centers-and-institutes/cornell-feline-health-center/health-information/feline-health-topics/feline-behavior-problems-destructive-behavior,https://growspotapp.com/guides/hanging-plants-safe-for-cats/,What it says about where the plant sits,Harsher than the entries above,"""While most plants are harmless, several can be deadly.""",30 August 2026
vet.cornell.edu,https://www.vet.cornell.edu/departments-centers-and-institutes/cornell-feline-health-center/health-information/feline-health-topics/feline-behavior-problems-destructive-behavior,https://growspotapp.com/guides/hanging-plants-safe-for-cats/,What it says about where the plant sits,Height is not the guarantee,"""The only way to guarantee protection for both your houseplants and your cat is to block access to the plants.""",30 August 2026
vet.cornell.edu,https://www.vet.cornell.edu/departments-centers-and-institutes/cornell-feline-health-center/health-information/feline-health-topics/feline-behavior-problems-destructive-behavior,https://growspotapp.com/guides/hanging-plants-safe-for-cats/,What it says about where the plant sits,Why a cat goes for it at all,"""Cats may chew on plants as part of their normal investigation and play, or they may simply be craving vegetable matter in their diets.""",30 August 2026
vet.cornell.edu,https://www.vet.cornell.edu/departments-centers-and-institutes/cornell-feline-health-center/health-information/feline-health-topics/poisons,https://growspotapp.com/guides/low-light-plants-safe-for-cats/,What it says about how far a safe list goes,One small leaf can be the whole event,"""Ingesting just a small leaf of some common ornamental plants such as poinsettias could be enough to make a cat ill, and swallowing a sizable amount could prove fatal.""",30 August 2026
wardsnursery.com,https://wardsnursery.com/tropical-tender-plants-move-indoors/,https://growspotapp.com/guides/when-to-bring-plants-inside/,The temperature it gives,45 °F,Does not say if it is a night low,29 August 2026
wayne.ces.ncsu.edu,https://wayne.ces.ncsu.edu/news/time-to-bring-houseplants-indoors/,https://growspotapp.com/guides/when-to-bring-plants-inside/,The temperature it gives,below 50 °F,Does not say if it is a night low,29 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/faq/air-our-home-extremely-dry-winter-should-i-mist-houseplants,https://growspotapp.com/guides/ideal-humidity-for-houseplants/,The figure it gives,10 to 20 percent,"What a heated home actually reads: ""the humidity level in many homes during the winter months may be only 10 to 20 percent.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/faq/air-our-home-extremely-dry-winter-should-i-mist-houseplants,https://growspotapp.com/guides/plants-for-dry-air/,What it says plants need,Misting: no,"""Misting houseplants is not an effective way to raise the relative humidity. Plant foliage dries quickly after misting."" And: ""Misting would have to be done several times a day to be effective.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/faq/air-our-home-extremely-dry-winter-should-i-mist-houseplants,https://growspotapp.com/guides/plants-near-a-radiator/,What it says,10 to 20 percent,"""the humidity level in many homes during the winter months may be only 10 to 20 percent.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/faq/air-our-home-extremely-dry-winter-should-i-mist-houseplants,https://growspotapp.com/guides/plants-near-a-radiator/,What it says,40 to 50 percent,"""Many houseplants prefer a relative humidity of 40 to 50 percent.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/faq/air-our-home-extremely-dry-winter-should-i-mist-houseplants,https://growspotapp.com/guides/why-are-my-plants-dying-in-winter/,The figure,10 to 20 percent,"""the humidity level in many homes during the winter months may be only 10 to 20 percent.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/faq/do-houseplants-actually-improve-indoor-air-quality,https://growspotapp.com/guides/bedroom-plants/,What it says,Little effect,"""In reality, these houseplants have little effect on air quality in the home or office.""",30 August 2026
yardandgarden.extension.iastate.edu,https://yardandgarden.extension.iastate.edu/faq/do-houseplants-actually-improve-indoor-air-quality,https://growspotapp.com/guides/bedroom-plants/,What it says,Why the study does not carry,"""The highly controlled testing environment of the study just doesn't directly translate to our 'real world' conditions.""",30 August 2026
